legal_entity_name,legal_entity_edrpou,division_name,division_residence_addresses,division_decl_sum,nszu_geocoding_google_api_lat,nszu_geocoding_google_api_lng
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МІСЬКА ПОЛІКЛІНІКА № 25"" ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ",02003445,Центр надання первинної медичної допомоги Амбулаторія № 1,"ХАРКІВСЬКА область, місто ХАРКІВ, вулиця Руставелі, 14",4595.0,49.9855291,36.2484821
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""РАЙОННИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ТЛУМАЦЬКОЇ РАЙОННОЇ РАДИ ТЛУМАЦЬКОГО РАЙОНУ ІВАНО-ФРАНКІВСЬКОЇ ОБЛАСТІ",42425758,Амбулаторія ЗПСМ с. Гостів,"ІВАНО-ФРАНКІВСЬКА область, село ГОСТІВ, вулиця Васеленчука, 5а",1.0,48.767093700000004,24.953294500000002
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗМІЇВСЬКИЙ РАЙОННИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ЗМІЇВСЬКОЇ РАЙОННОЇ РАДИ ХАРКІВСЬКОЇ ОБЛАСТІ",38897677,АЗПСМ с.Скрипаї,"ХАРКІВСЬКА область, ЗМІЇВСЬКИЙ район, село СКРИПАЇ, вулиця Широка, 45 А",6.0,49.7175377,36.594756700000005
Комунальне некомерційне підприємство «Львівська 1-а міська клінічна лікарня імені Князя Лева»,01996622,Відділення сімейної медицини №1,"ЛЬВІВСЬКА область, місто ЛЬВІВ, вулиця Хімічна, 7а",15844.0,49.8545724,24.027027800000003
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ № 4"" ДНІПРОВСЬКОГО РАЙОНУ МІСТА КИЄВА",38196712,"АЗПСМ №3 вул. Алма-Атинська,2","М.КИЇВ, місто КИЇВ, вулиця Алма-Атинська, 2",5937.0,50.435343200000005,30.6469753
"Комунальне некомерційне підприємство ""Смизький центр первинної медико-санітарної допомоги"" Смизької селищної ради",41103874,"Смизька АЗПСМ, КНП ""Смизький ЦПМСД""  ","РІВНЕНСЬКА область, ДУБЕНСЬКИЙ район, смт. СМИГА, провулок Парковий, 5",4821.0,50.2414199,25.7622611
"Комунальне некомерційне підприємство ""Дніпровський центр первинної медико-санітарної допомоги № 9""Дніпровської міської ради",37899715,"Амбулаторія загальної практики - сімейної медицини № 4, КНП ""ДЦПМСД 9""ДМР  м.Дніпро","ДНІПРОПЕТРОВСЬКА область, місто ДНІПРО, проспект Петра Калнишевського, 31а",8952.0,48.506715500000006,35.085216100000004
Комунальне некомерційне підприємство 'Комиш-Зорянський центр первинної медико-санітарної допомоги' Комиш-Зорянської селищної ради Більмацького району Запорізької області,40276503,Комиш-Зорянська амбулаторія загальної практики-сімейної медицини,"ЗАПОРІЗЬКА область, БІЛЬМАЦЬКИЙ район, смт. КОМИШ-ЗОРЯ, вулиця Вокзальна, 49",2084.0,47.329262899999996,36.6901351
"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""ЛУЦЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ ДОПОМОГИ №2""",25787627,Амбулаторія загальної практики-сімейної медицини №3,"ВОЛИНСЬКА область, місто ЛУЦЬК, проспект Відродження, 13",17871.0,50.757205299999995,25.375823800000003
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""СТОРОЖИНЕЦЬКИЙ РАЙОННИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" СТОРОЖИНЕЦЬКОЇ РАЙОННОЇ РАДИ ЧЕРНІВЕЦЬКОЇ ОБЛАСТІ",38541220,Сторожинецька АЗПСМ,"ЧЕРНІВЕЦЬКА область, СТОРОЖИНЕЦЬКИЙ район, місто СТОРОЖИНЕЦЬ, вулиця Видинівського, 22",15626.0,48.1635402,25.719535399999998
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ № 1"" КРАМАТОРСЬКОЇ МІСЬКОЇ РАДИ",37944301,Амбулаторія 5,"ДОНЕЦЬКА область, місто КРАМАТОРСЬК, вулиця Перша горна, 10",16126.0,48.7264054,37.53107120000001
"Комунальне некомерційне підприємство ""Центр первинної медико-санітарної допомоги"" Бучацької районної ради",38509208,Стінківська амбулаторія загальної практики-сімейної медицини,"ТЕРНОПІЛЬСЬКА область, БУЧАЦЬКИЙ район, село СТІНКА, вулиця Центральна, 26",2894.0,48.9195448,25.2493921
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""КАХОВСЬКИЙ РАЙОННИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ КАХОВСЬКОЇ РАЙОННОЇ РАДИ""",38740016,АЗПСМ с. Чорнянка,"ХЕРСОНСЬКА область, КАХОВСЬКИЙ район, село ЧОРНЯНКА, вулиця Російська, 1",3084.0,46.652256799999996,33.3646929
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО СТРИЙСЬКОЇ РАЙОННОЇ РАДИ ""СТРИЙСЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ""",13802089,АЗПСМ смт.Дашава,"ЛЬВІВСЬКА область, СТРИЙСЬКИЙ район, смт. ДАШАВА, вулиця Пекар-Новицької, 14",4435.0,49.2621845,24.011705
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""МІСЬКА ДИТЯЧА ПОЛІКЛІНІКА №23"" ХАРКІВСЬКОЇ МІСЬКОЇ РАДИ",02003764,Центр первинної медичної (медико-санітарної) допомоги АМБУЛАТОРІЯ №3,"ХАРКІВСЬКА область, місто ХАРКІВ, вулиця Метробудівників, 24",7264.0,50.0364316,36.3589583
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ДОБРОВЕЛИЧКІВСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ДОБРОВЕЛИЧКІВСЬКОЇ РАЙОННОЇ РАДИ КІРОВОГРАДСЬКОЇ ОБЛАСТІ",38680455,Олексіївська амбулаторія загальної практики-сімейної медицини,"КІРОВОГРАДСЬКА область, ДОБРОВЕЛИЧКІВСЬКИЙ район, село ОЛЕКСІЇВКА, вулиця Віталія Бабана, 14",602.0,48.232271399999995,31.357741100000002
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ М.ТЕРНІВКИ"" ТЕРНІВСЬКОЇ МІСЬКОЇ РАДИ",37463503,"Амбулаторія №1 КНП""ЦПСМД м. Тернівки""","ДНІПРОПЕТРОВСЬКА область, місто ТЕРНІВКА, вулиця Маяковського, 22",9803.0,48.529344099999996,36.078590500000004
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЗАБОЛОТЦІВСЬКА СІЛЬСЬКА ЛІКАРНЯ"" ЗАБОЛОТЦІВСЬКОЇ СІЛЬСЬКОЇ РАДИ БРОДІВСЬКОГО РАЙОНУ ЛЬВІВСЬКОЇ ОБЛАСТІ",41055077,Фельдшерсько-акушерський пункт с.Лугове КНП Заболотцівська сільська лікарня Заболотцівської сільської ради Бродівського району Львівської області,"ЛЬВІВСЬКА область, БРОДІВСЬКИЙ район, село ЛУГОВЕ, вулиця Центральна, 85",1.0,50.0358711,24.951366699999998
СТОЛОВА АЛЛА ОЛЕКСАНДРІВНА,----------,ФОП Столова Алла Олександрівна,"ХАРКІВСЬКА область, КРАСНОКУТСЬКИЙ район, село КОЗІЇВКА, вулиця Спортивна, 5а",13.0,50.147380600000005,35.2164855
"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ХЕЛС КЛІНІК""",36886375,"Амбулаторно - поліклінічний відділ  МЦ ТОВ ""Хелс Клінік""","ВІННИЦЬКА область, місто ВІННИЦЯ, вулиця Стрілецька, 1",24.0,49.2454245,28.479937300000003
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО СТАРОСІЛЬСЬКОЇ СІЛЬСЬКОЇ РАДИ ""СТАРОСІЛЬСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ ДОПОМОГИ""",42948245,"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО  СТАРОСІЛЬСЬКОЇ СІЛЬСЬКОЇ РАДИ ""СТАРОСІЛЬСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ ДОПОМОГИ""","РІВНЕНСЬКА область, РОКИТНІВСЬКИЙ район, село СТАРЕ СЕЛО, вулиця ПУШКІНА, 2",4989.0,51.6139538,27.1318354
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ГУСЯТИНСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ГУСЯТИНСЬКОЇ РАЙОННОЇ РАДИ",38194961,Амбулаторія загальної практики – сімейної медицини с. Сидорів,"ТЕРНОПІЛЬСЬКА область, ГУСЯТИНСЬКИЙ район, село СИДОРІВ, вулиця Центральна, 68А",537.0,49.0107157,26.167247399999997
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""НОВОБУЗЬКА ЦЕНТРАЛЬНА РАЙОННА ЛІКАРНЯ"" НОВОБУЗЬКОЇ РАЙОННОЇ РАДИ МИКОЛАЇВСЬКОЇ ОБЛАСТІ",01998288,"Комунальне некомерційне підприємство ""Новобузька центральна районна лікарня"" Новобузької районної ради Миколаївської області","МИКОЛАЇВСЬКА область, НОВОБУЗЬКИЙ район, місто НОВИЙ БУГ, вулиця Івана Огієнка, 14",272.0,47.6869738,32.5099232
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ №10""",38969531,Амбулаторія загальної практики-сімейної медицини № 9,"ЗАПОРІЗЬКА область, місто ЗАПОРІЖЖЯ, вулиця Перемоги, 91",3842.0,47.838396100000004,35.1229703
Комунальне некомерційне підприємство 'Високівська сільська лікарська амбулаторія загальної практики сімейної медицини' Високівської сільської ради Черняхівського району Житомирської області,36907949,"КНП ""Високівська сільська лікарська амбулаторія загальної практики сімейної медицини""","ЖИТОМИРСЬКА область, ЧЕРНЯХІВСЬКИЙ район, село ВИСОКЕ, вулиця чеська, 34",1894.0,50.4022029,28.8085771
"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" ЖИТОМИРСЬКОЇ МІСЬКОЇ РАДИ",41931754,Амбулаторія загальної практики - сімейної медицини №17,"ЖИТОМИРСЬКА область, місто ЖИТОМИР, вулиця Святослава Ріхтера, 23",7567.0,50.252306700000005,28.6754995
"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""СЛАВУТСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ"" СЛАВУТСЬКОЇ РАЙОННОЇ РАДИ ХМЕЛЬНИЦЬКОЇ ОБЛАСТІ",38358026,Жуківська АЗП-СМ,"ХМЕЛЬНИЦЬКА область, СЛАВУТСЬКИЙ район, село ЖУКІВ, вулиця К.Сангушків, 29",1078.0,50.399879399999996,26.971066200000003
"КОМУНАЛЬНЕ ПІДПРИЄМСТВО ""САРАТСЬКИЙ ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ САРАТСЬКОЇ РАЙОННОЇ РАДИ ОДЕСЬКОЇ ОБЛАСТІ""",38842324,КУЛЕВЧАНСЬКА амбулаторія сімейної медицини - загальної практики,"ОДЕСЬКА область, САРАТСЬКИЙ район, село КУЛЕВЧА, вулиця Перемоги, 1",4094.0,46.031307700000006,29.934345899999997
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИКО-САНІТАРНОЇ ДОПОМОГИ М.ВАТУТІНЕ ЧЕРКАСЬКОЇ ОБЛАСТІ""",36771482,амбулаторія ЗПСМ №1,"ЧЕРКАСЬКА область, місто ВАТУТІНЕ, вулиця Чайковського, 11",1366.0,49.008689600000004,31.053844199999997
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""ЦЕНТР ПЕРВИННОЇ МЕДИЧНОЇ ДОПОМОГИ ЛЮБОМЛЬСЬКОЇ РАЙОННОЇ РАДИ""",38485727,Любомльська амбулаторія групової практики,"ВОЛИНСЬКА область, ЛЮБОМЛЬСЬКИЙ район, місто ЛЮБОМЛЬ, вулиця Брестська, 70",22242.0,51.2440627,24.0357418
"КОМУНАЛЬНЕ НЕКОМЕРЦІЙНЕ ПІДПРИЄМСТВО ""АМБУЛАТОРІЯ ЗАГАЛЬНОЇ ПРАКТИКИ СІМЕЙНОЇ МЕДИЦИНИ"" ГОРОДНИЦЬКОЇ СЕЛИЩНОЇ РАДИ",36936441,Амбулаторія загальної практики - сімейної медицини,"ЖИТОМИРСЬКА область, НОВОГРАД-ВОЛИНСЬКИЙ район, смт. ГОРОДНИЦЯ, вулиця Паркова, 34",5890.0,50.81068079999999,27.3167945
